id	event	name	photo	organization	position	sessions
rp14-speaker-466	rp14	Martin Vesper	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/martin_vesper-300dpi-rgb.jpg	digitalSTROM AG	CEO	
rp14-speaker-481	rp14	Susanne  Mierau	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/susanne_2013_klein.jpg			
rp14-speaker-491	rp14	Guido Brombach	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/guido_brombach.jpg	DGB Bildungswerk	Bildungsreferent	
rp14-speaker-504	rp14	Jean Peters	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/513x513.png	Peng	none	
rp14-speaker-509	rp14	Shari Langemak	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/xlhealth_2.jpg	Medscape Deutschland	Editorial Director	
rp14-speaker-510	rp14	Martin Fischer	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/nitramred_weida_316_20130831_800px.jpg	Staatsbürgerkunde		
rp14-speaker-518	rp14	Eva Horn	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/photo_00095.jpg	Internetikone mit bunten Haaren		
rp14-speaker-529	rp14	Peter Troxler	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/image017_1.jpg	Square One Dr Peter Troxler		
rp14-speaker-531	rp14	Maik Wagner	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/maik_wagner_q.jpg	mcwiwa consulting	Chef	
rp14-speaker-538	rp14	Kai Schächtele	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/img_0027.jpg	Frey+Schächtele	Selbständig	
rp14-speaker-545	rp14	Jeffrey McGuire	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/invisible_me_0.jpg	Acquia	Open Source Evangelist	
rp14-speaker-546	rp14	Jens-Uwe Rumstich	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/dsc_0060-cd.jpg	AppNotize UG	CEO	
rp14-speaker-548	rp14	Cornelis Kater	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/10070_5_kater.jpg	Podcast Schöne Ecken	eLearning Koordinator, Universität	
rp14-speaker-549	rp14	Johnny West	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/johnny_west.jpg	OpenOil UG	Founder	
rp14-speaker-557	rp14	Inken Meyer	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/meyola_profilbild.jpg	meyola / DMW	Artdirektorin und Projektmanagerin	
rp14-speaker-560	rp14	Jakob Jochmann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/pxjakob.png	pixelcraftbooks	Communication Architect	
rp14-speaker-562	rp14	Elisabeth  Michelbach	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/20140311_153702_0.jpg	Universität Göttingen 	Literaturwissenschaftlerin 	
rp14-speaker-568	rp14	Linus Neumann	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/newthinking-7.jpg			
rp14-speaker-570	rp14	Torsten Kleinz	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ok2_5753.jpg			
rp14-speaker-574	rp14	Teresa Bücker	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/buecker4.jpg		Autorin	
rp14-speaker-586	rp14	Holm Friebe	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/holm_friebe_.jpg	Zentrale Intelligenz Agentur	CEO	
rp14-speaker-591	rp14	David Ohrndorf	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/david_g_rep.jpg	WDR		
rp14-speaker-594	rp14	Stefan Domke	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/domke_portraet.jpg	Westdeutscher Rundfunk	Freier Autor (Online) für Projektentwicklung, Konzeption, Umsetzung, Projektsteuerung	
rp14-speaker-595	rp14	Britta Ullrich	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/kontakt_britta_660.png	XING AG // VizWorks.de	Senior UX Manager // Visual Trainer 	
rp14-speaker-597	rp14	Ralf Appelt	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ra-profile-mid2013_0.jpg	ralfappelt.de	Sketchnoter	
rp14-speaker-600	rp14	Djure Meinen	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/img_6946-2.jpg	50hz-Werkstatt f. Netzkommunikation	Inhaber	
rp14-speaker-601	rp14	Journelle  	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/journelle.jpg			
rp14-speaker-602	rp14	Maxim Loick	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/maximloick.jpeg			
rp14-speaker-613	rp14	Yoram Blumenberg	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/20120318-123932.e06-yrm_480px.png	BureauBlumenberg	art director and graphic designer	
rp14-speaker-619	rp14	Juliane Kirchner	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jk-2.png	Universität Erfurt	Wissenschaftliche Mitarbeiterin	
rp14-speaker-620	rp14	Yasmina Banaszczuk	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/3e5f783237e111e39ebd22000aaa21ed_8.jpg			
rp14-speaker-623	rp14	Cindy Roitsch	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/foto_cindy_roitsch_kopie.png	ZeMKI, Universität Bremen	Wissenschaftliche Mitarbeiterin, Doktorandin	
rp14-speaker-624	rp14	Joerg Heidrich	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/picture-415.jpg			
rp14-speaker-625	rp14	Doreen und Max Kröber	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ava.jpg	LetMeTalk		
rp14-speaker-627	rp14	Jürgen Kuri	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/jk_ct1.png	Heise Zeitschriften Verlag	Stellv. Chefredakteur c't / heise online	
rp14-speaker-629	rp14	Marek Tuszynski	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/lg_controlledchaos.png	Tactical Tech	co-founder	
rp14-speaker-634	rp14	Florian Alexander Schmidt	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/f_schmidt_1024.jpg	Royal College of Art	PhD Candidate	
rp14-speaker-638	rp14	Katarzyna Szymielewicz	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ksz_photo.png	 Panoptykon Foundation	President	
rp14-speaker-640	rp14	Jens Scholz	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/js_600x600b.jpg	jensscholz.com	Blogger, Consultant, Dings	
rp14-speaker-644	rp14	Niko Para	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/tumblr_mmcafh7q9m1qifj4no2_1280.jpg	Tactical Technology Collective	Developer	
rp14-speaker-653	rp14	Daniel Dietrich	http://re-publica.de/sites/14.re-publica.de/files/media/pictures/ddie2014.jpg	Open Knowledge Foundation Deutschla	Chairman	
